,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptoms_5
2377,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2378,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2379,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2380,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2381,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2382,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2383,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2384,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2385,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2386,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2387,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2388,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2389,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2390,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2391,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2392,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2393,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2394,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2395,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2396,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2397,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2398,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2399,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2400,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2401,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2402,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2403,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2404,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2405,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2406,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2407,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2408,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2409,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2410,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,
2411,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,
2412,(vertigo) Paroymsal  Positional Vertigo, headache, nausea, spinning_movements, loss_of_balance,
2413,(vertigo) Paroymsal  Positional Vertigo, vomiting, nausea, spinning_movements, loss_of_balance,
2414,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, spinning_movements, loss_of_balance,
2415,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance,
2416,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,
2417,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,
2418,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements,
2419,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, loss_of_balance,
2420,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2421,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2422,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2423,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2424,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2425,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2426,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2427,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2428,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2429,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2430,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2431,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2432,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2433,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2434,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2435,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2436,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2437,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2438,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2439,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2440,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2441,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2442,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2443,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2444,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2445,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2446,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2447,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2448,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2449,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2450,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2451,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2452,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2453,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2454,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2455,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2456,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2457,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2458,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2459,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2460,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2461,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2462,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2463,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2464,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2465,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2466,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2467,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2468,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2469,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2470,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2471,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2472,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2473,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2474,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2475,Malaria,high_fever, chills, shivering, sweating, nausea
2476,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2477,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2478,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2479,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2480,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2481,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2482,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2483,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2484,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of urine
2485,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2486,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2487,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
2488,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2489,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2490,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2491,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2492,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2493,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2494,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2495,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2496,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2497,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2498,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2499,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2500,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2501,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2502,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2503,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2504,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2505,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2506,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2507,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2508,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2509,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2510,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2511,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2512,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2513,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2514,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2515,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2516,Malaria,high_fever, chills, shivering, sweating, nausea
2517,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2518,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2519,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2520,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2521,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2522,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2523,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2524,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2525,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
2526,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2527,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2528,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
2529,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2530,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2531,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2532,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2533,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2534,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2535,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2536,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2537,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2538,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2539,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort,foul_smell_of_urine
2540,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2541,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2542,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2543,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2544,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2545,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2546,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2547,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2548,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2549,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2550,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2551,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2552,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2553,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2554,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2555,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2556,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2557,Malaria,high_fever, chills, shivering, sweating, nausea
2558,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2559,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2560,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2561,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2562,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2563,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2564,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2565,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2566,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
2567,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2568,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2569,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
2570,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2571,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2572,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2573,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2574,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2575,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2576,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2577,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2578,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2579,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2580,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort, foul_smell_of urine
2581,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2582,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2583,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2584,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2585,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2586,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2587,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2588,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2589,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2590,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2591,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2592,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2593,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2594,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2595,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2596,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2597,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2598,Malaria,high_fever, chills, shivering, sweating, nausea
2599,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2600,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2601,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2602,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2603,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2604,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2605,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2606,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2607,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
2608,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2609,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2610,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
2611,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2612,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2613,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2614,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2615,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2616,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2617,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2618,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2619,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2620,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2621,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort, foul_smell_of urine
2622,Psoriasis,skin_rash, skin_peeling, silver_like_dusting, small_dents_in_nails, inflammatory_nails
2623,Impetigo,skin_rash, blister, red_sore_around_nose, yellow_crust_ooze, itching
2624,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2625,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2626,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2627,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2628,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2629,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2630,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2631,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2632,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2633,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2634,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2635,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2636,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2637,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2638,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2639,Malaria,high_fever, chills, shivering, sweating, nausea
2640,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2641,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2642,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2643,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2644,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2645,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2646,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2647,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2648,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
2649,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2650,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2651,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
2652,Dimorphic hemmorhoids(piles),pain_during_bowel_movements, pain_in_anal_region, bloody_stool, irritation_in_anus, constipation
2653,Heart attack,chest_pain, breathlessness, sweating, nausea, fast_heart_rate
2654,Varicose veins,swollen_legs, swollen_blood_vessels, prominent_veins_on_calf, painful_walking, cramps
2655,Hypothyroidism,weight_gain, cold_hands_and_feets, fatigue, enlarged_thyroid, brittle_nails
2656,Hyperthyroidism,weight_loss, excessive_hunger, sweating, fast_heart_rate, irritability
2657,Hypoglycemia,sweating, dizziness, fatigue, headache, palpitations
2658,Osteoarthristis,joint_pain, knee_pain, hip_joint_pain, swelling_joints, movement_stiffness
2659,Arthritis,joint_pain, swelling_joints, movement_stiffness, muscle_pain, stiff_neck
2660,(vertigo) Paroymsal  Positional Vertigo,spinning_movements, loss_of_balance, unsteadiness, dizziness, nausea
2661,Acne,pus_filled_pimples, blackheads, scurring, skin_peeling, blister
2662,Urinary tract infection,burning_micturition, spotting_ urination, continuous_feel_of_urine, bladder_discomfort, foul_smell_of urine
2663,Fungal infection,skin_rash, dischromic _patches, itching, scurring, skin_peeling
2664,Allergy,itching, shivering, chills, watering_from_eyes,redness_of_eyes
2665,GERD, acidity, stomach_pain, indigestion, vomiting, loss_of_appetite
2666,Chronic cholestasis,yellowing_of_eyes, yellowish_skin, dark_urine, itching, abdominal_pain
2667,Drug Reaction,skin_rash, itching, nausea, vomiting, fatigue
2668,Peptic ulcer diseae,stomach_pain, acidity, vomiting, indigestion, loss_of_appetite
2669,AIDS,weight_loss, muscle_wasting, swelled_lymph_nodes, diarrhea, fatigue
2670,Diabetes ,polyuria, excessive_hunger, weight_loss, blurred_and_distorted_vision, family_history
2671,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea,stomach_pain
2672,Bronchial Asthma, cough, breathlessness, phlegm, throat_irritation, congestion
2673,Hypertension ,fast_heart_rate, headache, dizziness, palpitations, fatigue
2674,Migraine,headache, pain_behind_the_eyes, blurred_and_distorted_vision, nausea, sweating
2675,Cervical spondylosis,neck_pain, back_pain, stiffness_neck, muscle_weakness, movement_stiffness
2676,Paralysis (brain hemorrhage),weakness_of_one_body_side, loss_of_balance, unsteadiness, slurred_speech, muscle_weakness
2677,Jaundice,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, loss_of_appetite
2678,Malaria,high_fever, chills, shivering, sweating, nausea
2679,Chicken pox,skin_rash, blisters, itching, red_spots_over_body, fatigue
2680,Dengue,high_fever, headache, pain_behind_the_eyes, nausea, muscle_pain
2681,Typhoid,high_fever, stomach_pain, headache, diarrhea, constipation
2682,hepatitis A, yellowish_skin, dark_urine, vomiting, loss_of_appetite, fatigue
2683,Hepatitis B,yellowing_of_eyes, yellowish_skin, dark_urine, abdominal_pain, fatigue
2684,Hepatitis C,fatigue, yellowish_skin, dark_urine, loss_of_appetite, abdominal_pain
2685,Hepatitis D,yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, abdominal_pain
2686,Hepatitis E, yellowing_of_eyes, yellowish_skin, dark_urine, fatigue, vomiting
2687,Alcoholic hepatitis, history_of_alcohol_consumption,vomiting, yellowing_of_eyes, abdominal_pain,foul_smell_of_urine
2688,Tuberculosis,breathlessness,chest_pain,blood_in_sputum, weight_loss,cough
2689,Common Cold,continuous_sneezing, runny_nose, congestion, cough, throat_irritation
2690,Pneumonia,cough, high_fever, breathlessness, chest_pain, phlegm
